error: Dec-26-2022 09:41:02: 	422 - Unprocessable Entity - School already exist - /api/v1/create_school/ - POST - ::1
error: Dec-26-2022 09:41:29: 	403 - Forbidden - Please verify your email address - /api/v1/login_school/ - POST - ::1
error: Dec-26-2022 09:41:33: 	403 - Forbidden - Please verify your email address - /api/v1/login_school/ - POST - ::1
info: Dec-26-2022 09:42:00: 	Server started and running on  8080
info: Dec-26-2022 09:42:23: 	Server started and running on  8080
info: Dec-26-2022 09:42:27: 	Server started and running on  8080
info: Dec-26-2022 09:42:36: 	Server started and running on  8080
info: Dec-26-2022 09:42:48: 	Server started and running on  8080
info: Dec-26-2022 09:43:20: 	Server started and running on  8080
info: Dec-26-2022 09:43:29: 	Server started and running on  8080
info: Dec-26-2022 09:43:42: 	Server started and running on  8080
info: Dec-26-2022 09:44:03: 	Server started and running on  8080
info: Dec-26-2022 09:44:10: 	Server started and running on  8080
info: Dec-26-2022 09:44:41: 	Server started and running on  8080
error: Dec-26-2022 09:45:46: 	422 - Unprocessable Entity - Account does not exits - /api/v1/login_school/ - POST - ::1
error: Dec-26-2022 09:45:56: 	403 - Forbidden - Please verify your email address - /api/v1/login_school/ - POST - ::1
error: Dec-26-2022 09:46:03: 	422 - Unprocessable Entity - School already exist - /api/v1/create_school/ - POST - ::1
info: Dec-26-2022 09:47:12: 	Server started and running on  8080
info: Dec-26-2022 09:47:31: 	Server started and running on  8080
info: Dec-26-2022 09:47:35: 	Server started and running on  8080
info: Dec-26-2022 09:47:55: 	Server started and running on  8080
error: Dec-26-2022 09:48:42: 	422 - Unprocessable Entity - school email is not provided - /api/v1/request_email_address_otp/ - POST - ::1
info: Dec-26-2022 09:50:22: 	Server started and running on  8080
info: Dec-26-2022 09:50:36: 	Server started and running on  8080
info: Dec-26-2022 09:50:50: 	Server started and running on  8080
info: Dec-26-2022 09:51:00: 	Server started and running on  8080
info: Dec-26-2022 09:51:13: 	Server started and running on  8080
info: Dec-26-2022 09:51:27: 	Server started and running on  8080
info: Dec-26-2022 09:51:43: 	Server started and running on  8080
error: Dec-26-2022 09:52:18: 	422 - Unprocessable Entity - Request a new token - /api/v1/verify_email_account/ - PATCH - ::1
error: Dec-26-2022 09:52:40: 	422 - Unprocessable Entity - You are not authorized - /api/v1/verify_email_account/ - PATCH - ::1
info: Dec-26-2022 09:52:55: 	Server started and running on  8080
error: Dec-26-2022 09:53:00: 	422 - Unprocessable Entity - Token expired, try again - /api/v1/verify_email_account/ - PATCH - ::1
error: Dec-26-2022 09:53:52: 	422 - Unprocessable Entity - Token expired, try again - /api/v1/verify_email_account/ - PATCH - ::1
error: Dec-26-2022 09:54:13: 	422 - Unprocessable Entity - Request a new token - /api/v1/verify_email_account/ - PATCH - ::1
info: Dec-26-2022 09:55:15: 	Server started and running on  8080
info: Dec-26-2022 09:55:43: 	Server started and running on  8080
info: Dec-26-2022 09:55:46: 	Server started and running on  8080
info: Dec-26-2022 09:56:07: 	Server started and running on  8080
info: Dec-26-2022 09:56:28: 	Server started and running on  8080
info: Dec-26-2022 09:56:45: 	Server started and running on  8080
error: Dec-26-2022 09:57:15: 	422 - Unprocessable Entity - Invalid school id was provide - /api/v1/complete_school_profile/?school_id=639ef41cb5ede122dcfba305 - PATCH - ::1
error: Dec-26-2022 09:57:45: 	422 - Unprocessable Entity - You are not authorized - /api/v1/complete_school_profile/?school_id=63a95f3fb850a67128f993ad - PATCH - ::1
error: Dec-26-2022 09:58:41: 	422 - Unprocessable Entity - Request a new token - /api/v1/verify_email_account/ - PATCH - ::1
